Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat,Lon
All Other Offenses,20141215,05/06/2014 - 8:50pm,5/6/14,CRIMINAL LITTERING/M,No,Citation issued,JERSEY STREET,38.042758,-84.503202
Alcohol Intoxication,201411042,04/05/2014 - 1:28am,4/5/14,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - N/A,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20140086,01/12/2014 - 5:00pm,1/12/14,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
All Other Offenses,201400752,01/08/2014 - 8:15pm,1/8/14,INDECENT EXPOSURE,No,Closed - N/A,JERSEY ST,38.042758,-84.503202
All Other Offenses,20152755,11/23/2015 - 11:04pm,11/23/15,"OPERATING ON SUS OR REV OPER LICENSE/M, FLEEING OR EVADING POLICE, 1ST DEGREE (MOTOR VEHICLE)/F, FLEEING OR EVADING POLICE, 1ST DEGREE (ON FOOT)/F, DISREGARDING TRAFFIC REGULATION - 1ST OFFENSE",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
DUI,20152630,11/08/2015 - 3:17am,11/8/15,"OPER MTR VEHICLE U/INFLU AALC/DRUG/ETC .08 (AGG CIRCUM) 1ST OFF/M, CARELESS DRIVING, NO REGISTRATION PLATES, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, POSS CONT SUB 1ST DEG 1ST OFF (COCAINE)/F",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20152594,11/04/2015 - 12:24am,11/4/15,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE) X2,No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Drug Violations,20152604,11/04/2015 - 4:49pm,11/4/15,"POSS OF MARIJUANA/M, TRAFF IN CONT SUB, 1ST DEGREE, 1ST OFFENSE - (> OR = 4 GMS COCAINE)/F",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
DUI,20152533,10/30/2015 - 2:41am,10/30/15,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M, RECKLESS DRIVING",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20152349,10/11/2015 - 3:58am,10/11/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Drug Violations,20152317,10/06/2015 - 11:40pm,10/6/15,"FLEEING OR EVADING POLICE 1ST DEGREE (ON FOOT)/F, TRAF IN CONT SUB 2ND OR > OFFENSE/F, ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE)",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20152183,09/22/2015 - 7:45pm,9/22/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Criminal Mischief,20151880,08/24/2015 - 1:00pm,8/24/15,CRIMINAL MISCHIEF 3RD/M,No,Closed,JERSEY ST,38.042758,-84.503202
DUI,20151595,07/19/2015 - 2:47am,7/19/15,"OPERATING ON SUS OR REV OPER LICENSE/M, FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC 2ND OFF/M, RECKLESS DRIVING, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20151586,07/18/2015 - 3:11am,7/18/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Motor Vehicle Theft,201509449,06/09/2015 - 12:30am,6/16/15,"TBUT OR DISP AUTO - $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,201514941,05/24/2015 - 2:50am,5/24/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - N/A,JERSEY ST,38.042758,-84.503202
DUI,20151123,05/15/2015 - 2:12am,5/15/15,"DRIVING ON DUI SUSPENDED LICENSE 1ST OFFENSE/M, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 2ND OFF/M, RESISTING ARREST/M, POSS OF MARIJUANA/M",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Criminal Mischief,20151031,04/30/2015 - 11:00pm,4/30/15,CRIMINAL MISCHIEF 3RD/M,No,Open,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20150929,04/18/2015 - 10:53pm,4/18/15,"DISORDERLY CONDUCT 2ND/M, ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M, GIVING OFFICER FALSE NAME OR ADDRESS/M",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20150856,04/10/2015 - 3:58am,4/10/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20150502,02/27/2015 - 2:35am,2/27/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Drug Violations,20150461,02/22/2015 - 5:25am,2/22/15,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSES/M",No,Citation issued,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20150254,01/30/2015 - 2:59am,1/30/15,"DISORDERLY CONDUCT, 2ND DEGREE/M; ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20150003,01/01/2015 - 2:06am,1/1/15,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE/V.,No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
Alcohol Intoxication,20160213,01/30/2016 - 2:59am,1/30/16,"ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE) x2, DISORDERLY CONDUCT 2ND DEGREE/M, RESISTING ARREST/M",No,Cleared By Arrest,JERSEY ST,38.042758,-84.503202
DUI,20132540,09/22/2013 - 8:43pm,9/22/13,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE)",No,Cleared By Arrest,SOUTH BROADWAY & HAYMAN AVE,38.042783,-84.509108
Drug Violations,2013018596,02/07/2013 - 8:22am,2/7/13,"WANTON ENDANGERMENT 1ST, POSSESSION OF MARIJUANA, TAMPERING WITH PHYSICAL EVIDENCE",No,Closed - Lexington Police Report,333 S LIMESTONE ST,38.042875,-84.502309
Alcohol Intoxication,20160960,04/30/2016 - 6:31pm,4/30/16,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,333 SOUTH LIMESTONE STREET,38.042875,-84.502309
Alcohol Intoxication,2016049860,03/27/2016 - 1:06am,3/27/16,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,333 SOUTH LIMESTONE STREET,38.042875,-84.502309
Alcohol Intoxication,20132815,10/12/2013 - 3:15am,10/12/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Cleared By Exception,BOLIVAR ST & SOUTH MILL ST,38.04289,-84.506406
Theft,2013113581,07/24/2013 - 8:00pm,8/6/13,"TBUT DISP FROM AUTO/F, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report,BOLIVAR ST & SOUTH MILL ST,38.04289,-84.506406
Theft,2013119831,08/04/2013 - 9:55am,8/6/13,"TBUT DISP FROM AUTO/M, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report,BOLIVAR ST & SOUTH MILL ST,38.04289,-84.506406
Alcohol Intoxication,2013014433,01/29/2013 - 5:30pm,1/31/13,ALCOHOL INTOX IN PUBLIC PLACE-3RD OR > OFF W/12 MONTHS,No,Closed - Lexington Police Report,BOLIVAR ST & S MILL ST,38.04289,-84.506406
Drug Violations,2014156717,09/16/2014 - 1:20pm,9/18/14,Drug Paraphernalia-buy/possess/m,No,Closed - Lexington Police Report,Bolivar St,38.04289,-84.506406
Theft,2014009168,01/18/2014 - 10:30am,1/21/14,"TBUT OR DISP CONTENTS FROM VEHICLE U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report,BOLIVAR ST,38.04289,-84.506406
DUI,20151003,04/27/2015 - 3:41am,4/27/15,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M, PRESCRIPTION CONT SUB NOT PROPER CONTAIN 1ST OFF/M",No,Cleared By Arrest,BOLIVAR ST & SOUTH MILL ST,38.04289,-84.506406
Alcohol Intoxication,20133438,12/19/2013 - 1:42am,12/19/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,325 SOUTH LIMESTONE ST,38.043009,-84.502221
Weapons Possession,2014168448,10/04/2014 - 8:45pm,10/7/14,CARRYING A CONCEALED WEAPON/M,No,Closed - Lexington Police Report,325 SOUTH LIMESTONE ST,38.043009,-84.502221
Drug Violations,2014156223,09/15/2014 - 2:06pm,9/15/14,"Alcohol Intox in a public place (1st & 2nd offense/v, Drug Paraphernalia-Buy/Possess/m",No,Closed - Lexington Police Report,325 South Limestone,38.043009,-84.502221
Alcohol Intoxication,2013202696,12/20/2013 - 2:57am,12/23/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013193420,12/04/2013 - 12:23am,12/5/13,"ALCOHOL INTOX IN PUBLIC PLACE-3RD OR > OFF W/12 MO, BEGGING OR SOLICITING ALMS OR MONEY PROHIBITED, CRIMINAL TRESPASSING-3RD DEGREE, RESISTING ARREST",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013179054,11/08/2013 - 2:38am,11/11/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,20132715,10/04/2013 - 1:18am,10/4/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2013144418,09/11/2013 - 2:11am,9/12/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013141170,09/06/2013 - 2:15am,9/9/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013131886,08/23/2013 - 2:10am,8/26/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013128129,08/17/2013 - 2:01am,8/20/13,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND/M",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Disorderly Conduct,20132149,08/16/2013 - 2:33am,8/16/13,DISORDERLY CONDUCT 2ND X2/M,No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2013127337,08/16/2013 - 12:45am,8/16/13,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND/M",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013122741,08/09/2013 - 2:00am,8/12/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2013121416,08/07/2013 - 1:10am,8/8/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013118398,08/02/2013 - 2:25am,8/6/13,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND/M",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Disorderly Conduct,2013118392,08/02/2013 - 2:40am,8/5/13,DISORDERLY CONDUCT 2ND,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
All Other Offenses,20132035,08/02/2013 - 2:30am,8/2/13,"FAILURE TO DISPERSE X2/M, RESISTING ARREST/M",No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2013105913,07/12/2013 - 2:31am,7/16/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE - 1ST & 2ND OFFENSE,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013105904,07/12/2013 - 2:10am,7/16/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE - 1ST & 2ND OFFENSE,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013092757,06/21/2013 - 3:04am,6/24/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSE,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Drug Violations,20131617,06/09/2013 - 12:20am,6/9/13,"POSS OF MARIJUANA/M, FAILURE TO PRODUCE INSURANCE CARD",No,Citation issued,JERSEY ST & PINE ST,38.043064,-84.502761
DUI,2013066287,05/10/2013 - 2:49am,5/13/13,"DUI ALC/DRUGS/ECT 1ST W/AGG CIRCUMSTANCES, RECKLESS DRIVING",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Liquor Law Violation,20131195,04/26/2013 - 2:45am,4/26/13,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M, REPRESENTING AS ONES OWN ANOTHER OPER LIC/M, GIVING OFFICER FALSE NAME OR ADDRESS/M, FAILURE TO PRODUCE INSURANCE CARD, PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL",No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,20131190,04/25/2013 - 10:48pm,4/25/13,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND/M",No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,20130988,04/07/2013 - 1:36am,4/7/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE 1ST & 2ND OFFENSE,No,Cleared By Arrest,PINE ST & JERSEY ST,38.043064,-84.502761
Disorderly Conduct,2013043549,03/29/2013 - 4:46am,4/1/13,DISORDERLY CONDUCT 2ND X2,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013035712,03/13/2013 - 5:33pm,3/18/13,"ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSE, DISORDERLY CONDCUT 2ND",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013033881,03/09/2013 - 10:30pm,3/13/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSE,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
DUI,2013019076,02/08/2013 - 1:13am,2/11/13,"DUI ALC/DRUGS/ECT 1ST OFFENSE, POSS CONT SUB-2ND DEGREE-DRUG UNSPECIF, LEAVING SCENE ACCIDENT/FAIL TO RENDER AID/ASSIST",No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
DUI,2013016284,02/02/2013 - 3:00am,2/5/13,"DUI ALC/DRUGS/ECT 1ST W/AGG CIRCUMSTANCES, OPEN ALCO BEV CONTAINER IN AUTO, NO/EXPIRED REGISTRATION PLATES, ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSE",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013016265,02/02/2013 - 2:30am,2/4/13,"ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSE, DISORDERLY CONDUCT 2ND DEGREE, RESISTING ARREST",No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2013005237,01/11/2013 - 2:06am,1/15/13,"ALCOHOL INTOXICATION IN A PUBLIC PLACE-1ST & 2ND OFFENSE, CRIMINAL TRESPASSING-3RD DEGREE",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Disorderly Conduct,2013005241,01/11/2013 - 2:28am,1/14/13,DISORDERLY CONDUCT 2ND,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
DUI,2014199606,11/29/2014 - 2:30am,12/1/14,"ONE HEADLIGHT, OPER MTR VEH U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 2ND/M, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Criminal Mischief,201436158,11/09/2014 - 1:06am,11/9/14,CRIMINAL MISCHIEF 3RD,No,Closed - Referred to Another Agency,JERSEY ST & PINE ST,38.043064,-84.502761
Disorderly Conduct,20142251,08/22/2014 - 2:03am,8/22/14,DISORDERLY CONDUCT 2ND/M,No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
DUI,20142132,08/10/2014 - 3:03am,8/10/14,"FOLLOWING ANOTHER VEHICLE TOO CLOSELY, CARELESS DRIVING, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
DUI,2014129972,08/04/2014 - 2:32am,8/4/14,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 3RD/M,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
DUI,2014079335,05/16/2014 - 2:04am,5/18/14,DUI ALC/DRUGS/ECT 1ST OFFENSE,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Drug Violations,2014071483,05/03/2014 - 12:41am,5/6/14,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), POSS CONT SUB 2ND DEGREE DRUG UNSPECIF, POSS OF MARIJUANA, PROMOTING CONTRABAND 1ST, CONTEMPT OF COURT BY WITNESS, JUROR",No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
Criminal Mischief,2014070807,05/02/2014 - 1:32am,5/2/14,"Assisted Lexington Metro reference: Fleeing 2nd on foot/M, Resisting Arrest/M, Public Intoxication/V, Criminal Mischief 3rd/M.",No,Closed - Lexington Police Report,Jersey Street and Pine Street,38.043064,-84.502761
Alcohol Intoxication,2014033089,02/28/2014 - 1:45am,3/5/14,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
DUI,2014029461,02/22/2014 - 2:33am,2/25/14,DUI ALC/DRUGS/ECT 1ST OFFENSE,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2014028756,02/21/2014 - 2:30am,2/25/14,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,20140380,02/14/2014 - 2:10am,2/14/14,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,20140379,02/14/2014 - 2:10am,2/14/14,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
Disorderly Conduct,2014008435,01/17/2014 - 2:40am,1/22/14,DISORDERLY CONDUCT 1ST,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Criminal Trespass,20140152,01/20/2014 - 2:31pm,1/20/14,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2015183446,10/25/2015 - 2:41am,10/28/15,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2015160895,09/18/2015 - 2:41am,10/6/15,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES), DISORDERLY CONDUCT 2ND/M",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2015153420,09/06/2015 - 2:33am,9/9/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2015152731,09/05/2015 - 2:12am,9/9/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2015152705,09/05/2015 - 1:15am,9/9/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Assault,20152010,09/07/2015 - 1:40am,9/7/15,"ASSAULT 4TH DEGREE (MINOR INJURY)/M, ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES), DISORDERLY CONDUCT 2ND/M",No,Cleared By Arrest,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2015147707,08/29/2015 - 1:37am,9/1/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2015142373,08/21/2015 - 1:15am,8/25/15,"DISORDERLY CONDUCT 1ST DEGREE X2, ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES) X2, RESISTING ARREST",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2015142354,08/21/2015 - 12:21am,8/25/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2015137371,08/13/2015 - 7:40pm,8/17/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF W/12 MONTHS/M,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Motor Vehicle Theft,2015128564,07/31/2015 - 1:30am,8/3/15,"TBUT OR DISP OF AUTO $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
All Other Offenses,2015128330,07/31/2015 - 2:25am,8/3/15,"CARRYING A CONCEALED WEAPON/M, FLEEING OR EVADING POLICE 1ST DEGREE (ON FOOT)/F, TAMPERING WITH PHYSICAL EVIDENCE/F",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2015128239,07/30/2015 - 11:07pm,8/3/15,"DISORDERLY CONDUCT 2ND/M, ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES)",No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,201519107,07/04/2015 - 1:28am,7/4/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - N/A,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2015107455,06/28/2015 - 6:30pm,6/30/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2015106543,06/27/2015 - 12:36am,6/30/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Closed - Lexington Police Report,PINE ST & JERSEY ST,38.043064,-84.502761
Alcohol Intoxication,2013181451,11/12/2013 - 5:33pm,6/30/15,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,2015001086,01/03/2015 - 2:04am,1/3/15,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES) X2, DISORDERLY CONDUCT 2ND/M, HARASSMENT (NO PHYSICAL CONTACT)",No,Closed - Lexington Police Report,JERSEY ST & PINE ST,38.043064,-84.502761
Alcohol Intoxication,20130215,01/21/2013 - 2:45am,1/21/13,ALCOHOL INTOXICATION IN A PUBLIC PLACE X 3; DISORDERLY CONDUCT 2ND/M,No,Cleared By Arrest,319 SOUTH LIMESTONE STREET,38.043159,-84.502105
Assault,2014130321,08/01/2014 - 2:30am,8/11/14,ASSAULT 4TH (MINOR INJURY)/M,No,Closed - Lexington Police Report,319 SOUTH LIMESTONE ST,38.043159,-84.502105
Assault,2015016458,02/01/2015 - 2:48am,2/3/15,ASSAULT 4TH DEGREE (NO VISIBLE INJURY/M,No,Closed - Lexington Police Report,319 SOUTH LIMESTONE ST,38.043159,-84.502105
Alcohol Intoxication,2016088154,05/28/2016 - 2:12pm,5/28/16,ALC INTOX IN A PUB PLACE 3RD OR > OFF IN 12 MONTHS,No,Closed,319 SOUTH LIMESTONE STREET,38.043159,-84.502105
Assault,2016052794,04/01/2016 - 2:00am,4/1/16,"ASSAULT, 4TH DEGREE (MINOR INJURY); DISORDERLY CONDUCT, 2ND DEGREE; ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE)",No,Cleared By Arrest,319 SOUTH LIMESTONE STREET,38.043159,-84.502105
Alcohol Intoxication,20160218,01/30/2016 - 4:30pm,1/30/16,ALC INTOX IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Cleared By Arrest,319 SOUTH LIMESTONE ST,38.043159,-84.502105
