Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat V Lookup,Lon V Lookup,lat,lon
Alcohol Intoxication,20140346,02/09/2014 - 3:36am,2/9/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Criminal Mischief,20140348,02/09/2014 - 3:30pm,2/9/2014,CRIMINAL MISCHIEF 3RD/M,No,Closed,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Alcohol Intoxication,201403979,02/09/2014 - 12:18am,2/9/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,101 AVENUE OF CHAMPIONS,38.041524,-84.503834,38.041524,-84.503834
Alcohol Intoxication,201403980,02/09/2014 - 1:05am,2/9/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,756 WOODLAND AVE,38.03106,-84.500878,38.031060,-84.500878
Terroristic Threatening,CSA20140165,02/09/2014 - 5:48am,2/9/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140164,02/08/2014 - 10:15pm,2/9/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140163,02/08/2014 - 9:00pm,2/9/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140161,02/08/2014 - 7:55pm,2/9/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140162,02/09/2014 - 2:55am,2/9/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140160,02/09/2014 - 3:20am,2/9/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140159,02/08/2014 - 10:30am,2/9/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140151,02/09/2014 - 12:45pm,2/9/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140150,02/09/2014 - 8:55am,2/9/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20140337,02/08/2014 - 12:25am,2/8/2014,"CARELESS DRIVING, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,EAST MAXWELL ST & SOUTH MLK BLVD,38.042159,-84.499875,38.042159,-84.499875
DUI,20140339,02/08/2014 - 2:57am,2/8/2014,"FAILURE TO OR IMPROPER SIGNAL, RECKLESS DRIVING, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & PRALL ST,38.037721,-84.507256,38.037721,-84.507256
Drug Violations,20140340,02/08/2014 - 3:11am,2/8/2014,"IMPROPER LANE USAGE-VEHICLE KEEP TO RIGHT EXCEPT TO PASS, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest,EXPORT ST & VIRGINIA AVE,38.036944,-84.513683,38.036944,-84.513683
Theft,20140343,02/08/2014 - 1:50pm,2/8/2014,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Closed,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Theft,20140344,02/08/2014 - 5:00pm,2/8/2014,"TBUT OR DISP FROM BUILDING U/$500/M, FLEEING OR EVADING POLICE, 2ND DEGREE (ON FOOT)/M",No,Citation issued,343 SOUTH MLK BLVD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20140158,02/08/2014 - 8:20am,2/8/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,CSA20141808,02/08/2014 - 2:05am,2/8/2014,PERSON 18-20 POSS/PURCH/ ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - Disciplinary Referral,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
DUI,20140323,02/07/2014 - 2:16am,2/7/2014,"DISREGARDING TRAFFIC CONTROL DEV-TRAFFIC LIGHT, RECKLESS DRIVING, OPER MTR VEH U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 2ND/M",No,Cleared By Arrest,NICHOLASVILLE RD & ALUMNI DR,38.023087,-84.512476,38.023087,-84.512476
Assault,CSA20140149,02/07/2014 - 12:11am,2/7/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
All Other Offenses,2014015999,01/28/2014 - 8:00am,2/7/2014,FORGERY 2ND/F,No,Closed - Lexington Police Report,770 WOODLAND AVE,38.031014,-84.50094,38.031014,-84.500940
Theft,20140326,02/07/2014 - 2:30pm,2/7/2014,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Theft,20140327,07/25/2013 - 1:00pm,2/7/2014,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open,404 ADMINISTRATION DR,38.03902,-84.505081,38.039020,-84.505081
Theft,20140328,12/10/2013 - 5:00pm,2/7/2014,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, THEFT OF IDENTITY OF ANOTHER W/O CONSENT/F",No,Open,UNIVERSITY DR,38.026936,-84.505972,38.026936,-84.505972
Assault,CSA20140157,02/07/2014 - 7:40pm,2/7/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,201403579,02/06/2014 - 12:15am,2/6/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,No,Closed - Disciplinary Referral,121 CAMPUS DR,38.042006,-84.502332,38.042006,-84.502332
Assault,CSA20140146,02/05/2014 - 10:40pm,2/6/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,2014018710,02/04/2014 - 2:55pm,2/6/2014,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed - Lexington Police Report,1135 RED MILE RD,#N/A,#N/A,#N/A,#N/A
Theft,2014019488,02/05/2014 - 8:50am,2/6/2014,TBUT PARTS FROM VEHICLE UNDER $500,No,Closed - Lexington Police Report,1020 EXPORT ST,38.035985,-84.514376,38.035985,-84.514376
Liquor Law Violation,CSA20140147,01/25/2014 - 10:15pm,2/6/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X7,Yes,Closed - Disciplinary Referral,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
Assault,CSA20140148,02/06/2014 - 5:05pm,2/6/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20140309,02/04/2014 - 5:00pm,2/5/2014,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,430 WEST VINE ST,#N/A,#N/A,#N/A,#N/A
Assault,CSA20140136,02/04/2014 - 9:25pm,2/5/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,20140311,02/05/2014 - 11:20am,2/5/2014,ASSAULT 4TH (NO VISIBLE INJURY)/M,No,Closed,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Harassing Communications,20140312,10/13/2013 - 12:00am,2/5/2014,HARASSING COMMUNICATIONS/M,No,Open,330 EAST MAIN ST,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20140313,02/04/2014 - 6:00pm,2/5/2014,CRIMINAL MISCHIEF 2ND/M,Yes,Closed,750 WOODLAND AVE,38.03108,-84.500851,38.031080,-84.500851
Assault,CSA20140141,02/05/2014 - 1:32pm,2/5/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140142,02/05/2014 - 12:40pm,2/5/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140143,02/05/2014 - 5:56pm,2/5/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140144,02/05/2014 - 6:00pm,2/5/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140145,02/05/2014 - 7:46pm,2/5/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,2014016913,02/01/2014 - 12:00am,2/4/2014,CRIMINAL MISCHIEF 3RD/M,Yes,Closed - Lexington Police Report,403 PENNSYLVANIA CT,38.034835,-84.50003,38.034835,-84.500030
Assault,CSA20140134,02/04/2014 - 10:20am,2/4/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,20140307,02/04/2014 - 7:30am,2/4/2014,ASSAULT 4TH (NO VISIBLE INJURY)/M,No,Closed - Cleared By Exception,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Alcohol Intoxication,20140308,02/04/2014 - 9:15pm,2/4/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Assault,CSA20140135,02/04/2014 - 4:50pm,2/4/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20140295,02/03/2014 - 2:22am,2/3/2014,"DRIVING TOO FAST FOR TRAFFIC CONDITIONS, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED",No,Cleared By Arrest,EUCLID AVE & AYLESFORD PL,38.036361,-84.498133,38.036361,-84.498133
Theft,20140298,02/02/2014 - 9:00pm,2/3/2014,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed,750 WOODLAND AVE,38.03108,-84.500851,38.031080,-84.500851
Assault,CSA20140129,02/02/2014 - 8:45pm,2/3/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140130,02/03/2014 - 11:50am,2/3/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140131,02/03/2014 - 2:10pm,2/3/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140132,02/03/2014 - 7:14pm,2/3/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140133,02/03/2014 - 7:35pm,2/3/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Alcohol Intoxication,20140281,02/02/2014 - 1:55am,2/2/2014,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), REPRESENTING AS ONES OWN ANOTHERS LIC/M",No,Cleared By Arrest,ROSE ST & ROSE LN,38.036989,-84.500974,38.036989,-84.500974
DUI,20140282,02/02/2014 - 2:23am,2/2/2014,"FAILURE TO ILLUMINATE HEADLAMPS, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & MAXWELTON CT,38.0367,-84.507678,38.036700,-84.507678
All Other Offenses,20140283,02/02/2014 - 4:26am,2/2/2014,"SPEEDING 17 MPH OVER LIMIT, FLEEING OR EVADING POLICE 2ND DEGREE (MOTOR VEHICLE)/M, FLEEING OR EVADING POLICE 2ND DEGREE (ON FOOT)/M, OPERATING ON SUS OR REV OPER LICENSE/M",No,Open,ALUMNI DR & TATES CREEK RD,38.013425,-84.495304,38.013425,-84.495304
DUI,20140284,02/02/2014 - 5:13am,2/2/2014,"DISREGARDING TRAFFIC CONTR DEV-TRAFFIC LIGHT X2, FAILURE TO GIVE RIGHT OF WAY TO EMERGENCY VEHICLE/M, OPERATING ON SUS OR REV OPER LICENSE/M, OPERT MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,VIRGINIA AVE & SOUTH LIMESTONE ST,38.034917,-84.508334,38.034917,-84.508334
Theft,20140286,02/01/2014 - 11:00pm,2/2/2014,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Open,121 CAMPUS DR,38.042006,-84.502332,38.042006,-84.502332
Criminal Mischief,20140287,02/01/2014 - 10:00pm,2/2/2014,CRIMINAL MISCHIEF 3RD/M,No,Closed,476 ROSE ST,38.036067,-84.502243,38.036067,-84.502243
Theft,20140294,02/02/2014 - 8:50pm,2/2/2014,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Assault,CSA20140125,02/01/2014 - 8:45pm,2/2/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140126,02/01/2014 - 9:40pm,2/2/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140127,02/02/2014 - 9:30am,2/2/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140128,02/02/2014 - 11:41am,2/2/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20140268,01/31/2014 - 6:30pm,2/1/2014,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
DUI,20140269,02/01/2014 - 2:00am,2/1/2014,OPER MOTOR VEHICLE U/INFLU ALCOHOL <21 YOA,No,Citation issued,NICHOLASVILLE RD & ALUMNI DR,38.023087,-84.512476,38.023087,-84.512476
Assault,20140270,02/01/2014 - 3:40pm,2/1/2014,ASSAULT 4TH (NO VISIBLE INJURY)/M,No,Closed - Cleared By Exception,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,20140278,02/01/2014 - 7:10pm,2/1/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Assault,CSA20140122,01/31/2014 - 11:15pm,2/1/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140123,02/01/2014 - 1:25am,2/1/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140124,02/01/2014 - 8:46am,2/1/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Alcohol Intoxication,201403116,02/01/2014 - 1:00am,2/1/2014,"ALCOHOL INTOXICATION, DISORDERLY CONDUCT",No,Closed - Lexington Police Report,303 SOUTH LIMESTONE ST,38.043311,-84.501793,38.043311,-84.501793
Drug Violations,20140254,01/31/2014 - 3:02am,1/31/2014,"NO TAIL LAMPS, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M, DRUG PARAPHERNALIA - BUY/POSSESS/M, FAILURE TO PRODUCE INSURANCE CARD",No,Cleared By Arrest,ROSE ST & COLUMBIA AVE,38.035712,-84.502767,38.035712,-84.502767
DUI,20140255,01/31/2014 - 4:08am,1/31/2014,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUG/ETC .08 1ST/M, CARELESS DRIVING",No,Cleared By Arrest,SOUTH LIMESTONE ST & CONN TERR,38.030737,-84.509762,38.030737,-84.509762
Drug Violations,2014015485,01/29/2014 - 9:56pm,1/31/2014,"REAR LICENSE NOT ILLUMINATED, FAILURE OF OWNER TO MAINTAIN REQ INSURANCE 1ST OFF, POSS CONT SUB-1ST DEGREE-1ST OFFENSE-OPIATES, POSS OF MARIJUANA, POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIF, DRUG PARAPHERNALIA-BUY/POSSESS",No,Closed - Lexington Police Report,NICHOLASVILLE RD & WALLER AVE,38.028101,-84.510678,38.028101,-84.510678
Assault,CSA20140112,01/31/2014 - 7:09am,1/31/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20140257,12/15/2013 - 8:00am,1/31/2014,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,2540 RESEARCH PARK DR,38.135938,-84.510261,38.135938,-84.510261
Theft,20140258,01/31/2014 - 5:00pm,1/31/2014,TBUT OR DISP BICYCLES U/$500/M,No,Open,343 SOUTH MLK BLVD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,CSA20140115,01/31/2014 - 9:00pm,1/31/2014,CRIMINAL MISCHIEF 3RD,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140116,01/31/2014 - 11:15am,1/31/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140117,01/31/2014 - 1:13pm,1/31/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140118,01/31/2014 - 4:40pm,1/31/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140119,01/31/2014 - 3:15pm,1/31/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140120,01/31/2014 - 6:35pm,1/31/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140121,01/31/2014 - 7:45pm,1/31/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,CSA20140139,01/31/2014 - 2:05am,1/31/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - Disciplinary Referral,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Liquor Law Violation,CSA20140140,01/31/2014 - 9:25pm,1/31/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X6,Yes,Closed - Disciplinary Referral,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Liquor Law Violation,CSA20141807,01/31/2014 - 9:10pm,1/31/2014,PERSON 18-20 POSS/PURCH/ ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X2,Yes,Closed - Disciplinary Referral,767 WOODLAND AVE,38.031091,-84.500891,38.031091,-84.500891
DUI,20140249,01/30/2014 - 1:47am,1/30/2014,"FAILURE TO ILLUMINATE HEAD LAMPS, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,EAST MAXWELL ST & SOUTH MLK BLVD,38.042159,-84.499875,38.042159,-84.499875
Theft,20140248,01/29/2014 - 2:00am,1/30/2014,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed,752 WOODLAND AVE,38.031073,-84.50086,38.031073,-84.500860
Criminal Trespass,2014014633,01/28/2014 - 8:40am,1/30/2014,CRIMINAL TRESPASSING 3RD,No,Closed - Lexington Police Report,217 ELM TREE LN,38.046029,-84.489954,38.046029,-84.489954
Criminal Mischief,2014013388,01/25/2014 - 7:35pm,1/30/2014,"DRIVING TOO FAST FOR TRAFFIC CONDITIONS, CRIMINAL MISCHIEF 2ND",No,Closed - Lexington Police Report,NICHOLASVILLE RD & ALUMNI DR,38.023087,-84.512476,38.023087,-84.512476
Theft,2014014689,01/28/2014 - 10:51am,1/30/2014,"TBUT OR DISP ALL OTHER OVER $500 BUT U/$10,000/F",No,Closed - Lexington Police Report,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Assault,CSA20140108,01/30/2014 - 3:30am,1/30/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,2014014793,01/27/2014 - 11:30pm,1/30/2014,"TBUT OR DISP CONT FROM VEH $500 OR MORE U/$10,000/F",No,Closed - Lexington Police Report,845 RED MILE RD,38.043891,-84.525186,38.043891,-84.525186
Theft,20140251,01/25/2014 - 1:00pm,1/30/2014,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed,1540 UNIVERSITY DR,38.023281,-84.506236,38.023281,-84.506236
Theft,20140252,01/30/2014 - 7:30pm,1/30/2014,TBUT OR DISP FROM BUILDING U/$500/M,No,Unfounded,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Assault,CSA20140109,01/30/2014 - 4:03pm,1/30/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140110,01/30/2014 - 5:00pm,1/30/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140111,01/30/2014 - 10:05pm,1/30/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,CSA20140113,01/24/2014 - 10:05pm,1/30/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X2,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178,38.027044,-84.500178
Liquor Law Violation,CSA20140114,01/30/2014 - 10:30pm,1/30/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X 5,Yes,Closed - Disciplinary Referral,754 WOODLAND AVE,38.031067,-84.500869,38.031067,-84.500869
Assault,CSA20140098,01/29/2014 - 2:15am,1/29/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140099,01/29/2014 - 2:58am,1/29/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140100,01/29/2014 - 4:27am,1/29/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,CSA20140101,01/16/2014 - 10:30am,1/29/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - Disciplinary Referral,340 HILLTOP AVE,38.032549,-84.503017,38.032549,-84.503017
Theft,CSA20140102,01/28/2014 - 10:00pm,1/29/2014,THEFT OF PROP LOST OR MISLAID OR DELIVER BY MISTAKE,No,Closed - CSA,140 PATTERSON DR,38.038113,-84.503779,38.038113,-84.503779
Assault,CSA20140103,01/29/2014 - 8:55am,1/29/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140104,01/29/2014 - 8:50am,1/29/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140105,01/29/2014 - 4:45pm,1/29/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140106,01/29/2014 - 6:30pm,1/29/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140107,01/29/2014 - 7:50pm,1/29/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20140242,01/29/2014 - 7:05am,1/29/2014,TBUT OR DISP FROM BUILDING U/$500/M,No,Unfounded,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Theft,20140243,01/29/2014 - 4:00pm,1/29/2014,"RECEIVING STOLEN PROPERTY U/$500/M, TBUT OR DISP FROM BUILDING U/$500/M",No,Citation issued,404 ADMINISTRATION DR,38.03902,-84.505081,38.039020,-84.505081
Assault,CSA20140096,01/27/2014 - 9:15pm,1/28/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140097,01/28/2014 - 9:30am,1/28/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Trespass,20140220,01/27/2014 - 12:15am,1/27/2014,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Assault,CSA20140090,01/26/2014 - 8:35pm,1/27/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,CSA20140091,01/17/2014 - 10:05pm,1/27/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X7,Yes,Closed - Disciplinary Referral,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
Liquor Law Violation,CSA20140092,01/17/2014 - 8:30pm,1/27/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3,Yes,Closed - Disciplinary Referral,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
Liquor Law Violation,CSA20140093,01/14/2014 - 10:15pm,1/27/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3,No,Closed - Disciplinary Referral,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
Theft,20140222,01/22/2014 - 1:00pm,1/27/2014,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 3RD/M",No,Closed,343 SOUTH MLK BLVD,#N/A,#N/A,#N/A,#N/A
